Rank,Performance,Name,Year,Coach,Club,Venue,Date
33,49.02,Sam Johnson,2,,Preston,Gateshead,7 Jul 12
34,48.85,Jack Vickery,2,Michael Hitchon,Blackburn,Marsa MLT,14 Apr 12
35,48.72,Richard Humphries,3,,Herts Phoenix,Hendon,12 Aug 12
36,48.29,Danny Clayton,2,John Painter,City of Norwich,Norwich,6 Apr 12
37,47.60,Sam Wilson,2,,Peterborough,Cambridge,2 Jun 12
38,47.18,Elliott Griffin,2,,Spenborough,Gateshead,7 Jul 12
39,47.17,Oliver Holway,1,,Cambridge & Coleridge,Chelmsford,6 Apr 12
40,46.89,Alex Elston,3,Michael Swain,Rotherham,Stretford,15 May 12
41,46.84,Reece Straker,1,Neil Ellerby,North Shields Poly,Gateshead,7 Jul 12
42,46.60,Jake Allen,2,Gary Howe,West Suffolk,Bromley,22 Jul 12
43,45.95,Chad Rhodes,3,,Tipton,Wolverhampton,29 Apr 12
44,45.48,Ryan Redman,2,,Tonbridge,Dartford,22 Aug 12
45,45.18,Iain Botting D,2,Paul Dickenson,Windsor Slough Eton & Hounslow,Eton,22 Aug 12
46,44.80,Laurence Levy,2,Norma Harris,Stevenage & North Herts,Sandy,24 Jun 12
47,44.54,Darren Evans,2,,Preston,Blackpool,12 May 12
47,44.54,Sam Grant,1,,Southend,Braintree,22 Dec 12
49,43.19,Stefano Aquilino,2,,Vale of Aylesbury,Horspath,13 May 12
50,43.12,David Scupham,1,,Basildon,Gateshead,30 May 12
51,42.92,Hadan Brittain,3,Paul Gair,Mansfield,Derby,24 Jun 12
52,42.79,Matthew Field,1,,Cardiff,Swansea,22 Jul 12
53,42.75,Oliver Thompson,1,Gary Howe,Thetford,Ipswich,30 Dec 12
54,42.08,Sam Beavers,2,,City of York,Hull,15 Apr 12
55,41.96,Gregory Thompson,2,Neville Thompson,Shaftesbury Barnet,Hendon,12 Aug 12
56,41.85,Matthew Reece,1,,Colwyn Bay,Brecon,7 Jul 12
57,40.53,Lewis Jones,3,,Newport H,Bridgend,13 Apr 12
58,40.12,Alex Hill-King,1,Ewan Simmonds,Winchester,Portsmouth,15 Sep 12
59,39.18,Hayden Richards,3,,Grantham AC,Grantham,2 Sep 12
60,38.49,Nicholas Scales,1,,Rugby & Northampton,Derby,12 Aug 12
61,38.41,Peter Bridge,1,,"Blackpool, Wyre & Fylde",Blackpool,11 Mar 12
62,38.14,Jordan Carter,3,Mick Hill,Rotherham,Scunthorpe,22 Jul 12
63,37.57,Lewis Barnes,1,Jack Kee,Marshall Milton Keynes,Derby,17 Nov 12
64,37.18,Ben Hamer,1,,Radley,Horspath,12 Aug 12
65,36.15,Zachary Child,3,,Pendle,Hyndburn,24 Jun 12
65,36.15,Matteo Holmes,1,John Davies,Cardiff,Swindon,6 Oct 12
67,36.00,Jonathan Stowell,2,,Pembrokeshire,Neath,13 May 12
68,35.87,Michael Adeniji,1,,Harrow,Horspath,12 Aug 12
69,35.37,Jonathan Blair,3,,Northern Ireland Schs,Antrim,19 May 12
70,34.73,Joe Smith,3,,Dudley & Stourbridge,Telford,22 Jul 12
71,34.19,Tariq Martin,3,Gary Howe,Basildon,Hendon,12 Aug 12
72,33.25,Matthew Allen,2,,Northern Ireland Schs,Antrim,19 May 12
73,33.06,Damien Murray,1,,Dundee Hawkhill,Grangemouth,26 Aug 12
74,32.18,Jordan Spolding,1,,Chesterfield,Spinkhill,22 Jul 12
75,32.15,Chris Wood,3,,Wakefield,Wakefield,9 Sep 12
76,31.97,Youcef Zatat,2,,Woodford Green Essex Ladies,Bromley,22 Jul 12
77,31.72,Aaron James,2,Andrew Hughes,Bracknell AC,Harrow,24 Jun 12
78,31.51,Derek Philbey,1,Bob Broadbridge,Newbury,Crookham Common,22 Sep 12
79,31.34,Marc Williams,3,,City of Stoke,Stoke,12 Aug 12
80,31.31,Josh Bussell,3,,Cwmbran,Plymouth,12 Aug 12
81,30.87,Theo Moore,1,,Ipswich,Bromley,22 Jul 12
82,30.26,Dalian Richmond,2,Yvonne Jacobs,Enfield & Haringey,Lee Valley,14 Apr 12
83,29.82,Chris Line,2,Malcolm Wallace,Dacorum,Sandy,24 Jun 12
84,29.75,Lewis Davis,2,,Somerset Schs,Yeovil,16 Jun 12
85,29.50,Nathan Pentin,1,Jonathan Baker,Chesterfield,Stoke,12 Aug 12
86,28.77,Liam Downer,2,Carolyn Franks,Cheltenham,Plymouth,12 Aug 12
87,27.81,Sam Roach,1,Colin Petty,North Devon,Exeter,13 May 12
88,27.29,Alex Cox,2,Michael Willis,Bournemouth,Guildford,22 Jul 12
89,27.03,Andrew Loudon,1,Douglas Cameron,Edinburgh AC,Wakefield,22 Jul 12
90,26.90,Elliot Sebastyen-Regan,1,,Cardiff & The Vale Schs,Cardiff,1 May 12
91,26.58,Andriy Uvarov,2,,Humberside Schs,Grimsby,18 Aug 12
92,26.52,Richard Perkins,3,,Rushcliffe,Derby,24 Jun 12
93,26.48,Alec Thomas,2,,Reading AC,Horspath,12 Aug 12
94,26.37,Charles Cameron,3,,Shropshire Schs,Telford,16 Jun 12
95,26.20,Tom Kirk,1,Bruce Bewley,Doncaster,Doncaster,24 Jun 12
96,25.93,Christopher Bainbridge,1,Philip Garner,Grantham AC,Grantham,2 Sep 12
97,25.26,Marc Campbell,1,,Northern Ireland Schs,Antrim,19 May 12
98,25.08,Tom Perry,2,,Barry & Vale,Cardiff,1 May 12
,70.02,Dempsey McGuigan,3,,Shaftesbury Barnet,Eton,29 Apr 12
