Rank,Performance,Name,Year,Coach,Club,Venue,Date
335,29.71,Connor McDonald,-6,,Shetland,Jersey,27 Jun 15
336,29.70,Steve Pomeroy,31,,Abingdon,Tipton,9 Aug 15
337,29.69,Neil Edwards,14,,Wrexham,Wigan,3 May 15
338,29.65,Michael Dyer,9,,Reading AC,Eton,4 Jul 15
339,29.64,Mike Hills,23,Stacey Lebond,Braintree,Braintree,19 Jul 15
340,29.60,Donavan Webster,-2,Colin Christie,Montrose & District,Grangemouth,10 May 15
341,29.55,Ian Smith,23,,Whitemoss,Kilmarnock,5 Jul 15
341,29.55,Andy Sparkes,36,,City of Stoke,Birmingham,9 Aug 15
341,29.55,Eddie McKenzie,27,,Aberdeen,Nice FRA,3 Oct 15
344,29.41,Richard Nash,18,,Dartford H,Eastbourne,25 Apr 15
344,29.41,Karolis Narvilas,-7,,Ealing Southall & Middx,Perivale,15 Aug 15
346,29.37,Steven Cotton,14,,North Devon,Salisbury,4 Jul 15
347,29.27,Ben Higgins,7,Lee Bowker,Ipswich,Eltham,20 Jun 15
348,29.22,Arpad Vermes,-2,Bob Willows,Brighton & Hove,Portsmouth,25 Apr 15
349,29.18,Peter Coates,25,,Halesowen,Coventry,9 Aug 15
350,29.05,Peter Ditchfield,27,,East Cheshire,Colwyn Bay,5 Jul 15
351,28.97,Thomas Crowe,-4,,Preston,Lancaster,4 Jul 15
352,28.93,Steve Linsell,30,Ian Hill,Leeds City,Cleckheaton,20 Sep 15
353,28.91,Andy Mitchell,38,Beth Mitchell,Sutton-in-Ashfield,Sutton in Ashfield,4 Jul 15
354,28.72,Clive Thomson,41,,Medway & Maidstone,Gillingham,4 Jul 15
355,28.70,Richard Hunter,22,,Tynedale,Jarrow,27 Jun 15
356,28.68,Paul Young,30,,Middlesbrough & Cleveland,Middlesbrough,6 Jun 15
357,28.62,Callum Jones,-7,Jaime Walker,Burton,Burton,4 Jul 15
358,28.60,Ron Todd,31,,Central,Grangemouth,10 May 15
358,28.60,Peter Roberts,22,,Swansea,Swansea,8 Jul 15
360,28.35,Matthew Ridge,-4,,Bournemouth,Swansea,9 May 15
361,28.23,John Maitland,36,,Herne Hill,Mile End,30 May 15
362,28.17,Eddie Kopystynski,24,,Lasswade,Inverness,14 Jun 15
362,28.17,Aedan Slack,-5,Noel Moss,Cambridge & Coleridge,Lee Valley,15 Aug 15
364,28.16,Tyler Selway,-4,Barry Ewington,Nuneaton,Hereford,9 Aug 15
365,28.14,Fraser Wright,-4,Sam Stanislaus,Gateshead,Doncaster,22 Aug 15
366,28.08,Tom Abdy,12,,Notts,Nuneaton,6 Jun 15
367,28.00,Tom Ridgeway,,,Lincoln Wellington,Doncaster,6 Jun 15
368,27.96,Glen Paxman,5,,Harlow AC,Eton,1 Aug 15
369,27.85,Simon Senior,21,Charlotte Nicholls,Herne Hill,Mile End,30 May 15
370,27.82,Mark Lodge,26,,Yate,Yate,13 Sep 15
371,27.72,Damien Murray,-2,,Dundee Hawkhill,Dundee,2 Aug 15
372,27.71,James Heywood,1,,Windsor Slough Eton & Hounslow,Cambridge,16 May 15
373,27.66,Tim Saunders-Mullins,40,,St. Albans AC,St. Albans,25 Apr 15
374,27.57,Mehran Sanei,24,,Highgate,Parliament Hill,20 Jun 15
375,27.51,Eric Workman-Fowler,10,,"Aldershot, Farnham & District",Aldershot,15 Aug 15
376,27.50,David Long,21,,Doncaster,Doncaster,12 Apr 15
377,27.49,Steven Appleby,20,,Morpeth,Middlesbrough,8 Aug 15
378,27.24,Hannes Petzer,16,,Radley,Parliament Hill,25 Apr 15
379,27.22,Chris Shaw,10,Kay Reynolds,Radley,Perivale,15 Aug 15
380,27.07,Adey White,23,Hayley Fox,Lincoln Wellington,Sheffield,8 Aug 15
381,27.04,John Wild,41,,Middlesbrough & Cleveland,Whitley Bay,8 Aug 15
382,26.96,Alex Jackson,13,,Swansea,Swansea,9 May 15
383,26.91,Sam Moylan,29,,Enfield & Haringey,Lee Valley,15 Aug 15
384,26.87,Brian Slaughter,36,,Eastbourne,Eastbourne,25 Apr 15
385,26.82,Alex Cox,-1,Michael Willis,Bournemouth,Bedford,6 Jun 15
386,26.81,Jan Aarre,27,,Birchfield H,Worcester,30 Aug 15
387,26.70,Jordan Turner,-5,,Thetford,Great Yarmouth,21 Jun 15
388,26.65,Matteo Matricardi,-6,,Reading AC,Eton,4 Jul 15
389,26.63,Josh Mouland,5,,Sale Harriers Manchester,Blackburn,6 Jun 15
390,26.59,Mike Bale,37,,Haywards Heath,Hastings,25 Apr 15
390,26.59,Ben Thompson,1,Simon de Wilton,Yeovil,Derby,11 Jul 15
390,26.59,Edward Hill-King,-6,Ewan Simmonds,Winchester,Perivale,15 Aug 15
393,26.55,Jaime Walker,11,,Burton,Kidderminster,25 Apr 15
394,26.54,Nick Phipps,41,,Woking,Woking,25 Apr 15
395,26.43,Andrejs Safars,9,,Medway & Maidstone,Gillingham,5 Sep 15
396,26.42,Tim Creese,36,,Boston,Grantham,12 Jul 15
397,26.27,Clive Howell,40,,Midland Masters Throwers Group,Derby,14 Nov 15
398,26.25,Wayne Martin,34,Allan Williams,Hastings AC,Portsmouth,31 May 15
398,26.25,James Knights,-2,,Coventry,Coventry,9 Aug 15
400,26.17,Ben Anderson,17,,Winchester,Woking,25 Apr 15
401,26.15,Josh Davis,32,,Walton,Bromley,15 Aug 15
402,26.14,Andrew McKenzie,33,,Gloucester,Gloucester,6 Jun 15
403,26.06,Sean Reidy,12,Tim Needham,Nene Valley,Peterborough,17 Sep 15
404,26.01,Darren Stancombe,20,,Newton Abbot,Yeovil,6 Sep 15
,75.32,Kostas Stathlakos,6,,Newham & Essex Beagles,TrÃ­poli GRE,16 May 15
,66.90,Dempsey McGuigan,-1,,Shaftesbury Barnet,Starkville MS USA,14 May 15
,54.13,Pedro Redondo,2,,Cheltenham,Rugby,25 Apr 15
,54.01,John Osazuwa,12,Jamie Bath,Belgrave,Loughborough,10 Jun 15
,53.50,Sergii Saraiev,10,Michael Martin,Trafford,Derby,11 Jul 15
,51.38,Gary Halpin,27,,Brecon,Brecon,14 Jun 15
,41.64,Tomasz Napiorkowski,-3,Michael Hughes,Banbury,Burton,4 Jul 15
,34.35,Bernhard Jongejan,22,Sabrina Mace,Walton,Walton,4 Jul 15
,28.77,Spartak Ljashenko,5,,Loughborough Students,Tartu EST,22 Aug 15
,27.54,Baddar Echakhch,13,Terry Adams,Victoria Park & Tower Hamlets,Mile End,30 May 15
,26.37,Tom Ikeda,19,,Belgrave,St. Albans,20 Jun 15
,26.09,Kevin Wilson,3,Geoff Tyler,Chelmsford,Crawley,20 Jun 15
