Rank,Performance,Name,Year,Coach,Club,Venue,Date
319,27.91,Eve Carrington,6,,Team Bath,Exeter,4 Sep 16
320,27.87,Rhiannon Thomas,-7,,Shrewsbury,Nuneaton,8 May 16
321,27.71,Amy Walker,-4,,Oxford City,Horspath,17 Aug 16
322,27.65,Catarina Hallden,28,Carole Derrien,,Ancona ITA,30 Mar 16
323,27.51,Elizabeth Ball,-7,,Andover,Swindon,18 Jun 16
324,27.50,Sydney Sopher,-5,Carolyn Franks,Cheltenham,Oxford,13 Nov 16
325,27.49,Natalie Cockerell,-5,,Thurrock,Grays,21 May 16
326,27.48,Mary Davies,19,,Serpentine,Watford,9 Jul 16
327,27.41,Emily Rawlins F20/T20,2,Bill Murphy,Trafford,Cleckheaton,7 May 16
328,27.34,Karen Llewellin,31,,Pembrokeshire,Newport,24 Apr 16
329,27.23,Sophie Fenner,-6,Mark Newell,Cambridge H,Gillingham,9 Jul 16
330,27.20,Bethany Large,-2,,Swindon,Swindon,18 Jun 16
331,27.11,Alyce McCurdie,-5,Michael Swain,Wakefield,Wakefield,11 Sep 16
332,27.06,Heidi Bradley,17,,Cleethorpes,Cleckheaton,6 Aug 16
333,27.04,Stacy Taylor,15,,Dartford H,Erith,10 Sep 16
334,27.00,Gaye Clarke,34,,Ryston,Bury St Edmunds,9 Jul 16
335,26.91,Jess Surridge,-7,,Kidderminster & Stourport,Horspath,2 Jul 16
336,26.90,Renate Prells,40,David Arnold,Swansea,Swansea,15 May 16
337,26.81,Zoe-Ann Bishop,-8,,Swindon,Swindon,16 Apr 16
338,26.80,Jodie Pearce,2,,Wycombe,Little Marlow,20 Aug 16
339,26.78,Louise Capicotto,5,Garry Power,Herne Hill,Eltham,22 May 16
340,26.68,Chloe Masterson,-3,,Tír Conaill,Antrim,20 May 16
341,26.64,Courtney Williams,-8,Rob Careless,Notts,Worcester,29 May 16
342,26.48,Jill Lula,18,,South London,Gillingham,20 Aug 16
343,26.41,Saskia Navaratnam,-3,,Croydon,Croydon,18 Jun 16
344,26.38,Wendy Dunsford,34,,Epsom & Ewell,Gillingham,18 Jun 16
345,26.36,Stephanie Hopkinson,5,,Birtley,Middlesbrough,7 May 16
346,26.35,Emmaline Okafor,-3,,Cambridge Uni,Oxford,7 May 16
347,26.32,Nicola Long,19,,Burton,Hereford,3 Jul 16
348,26.17,Melissa Kolic,-8,Andrew Compton,Forest of Dean AC,Tamworth,7 Aug 16
349,26.06,Zoe Crutchley,-7,John Edwards,City of Plymouth,Horspath,9 Jul 16
350,26.05,Sydney Nash,2,Amir Williamson,Medway & Maidstone,Gillingham,20 Aug 16
351,26.02,Zainab Balogun,-8,,Coventry,Solihull,6 Aug 16
352,25.97,Laura Breakell,,,Preston,Blackburn,6 Aug 16
353,25.96,Kayley Alcorn,4,Mike Corden,Sheffield & Dearne,Ellesmere Port,3 Jul 16
354,25.94,Lia Anderson,-7,Derek Goode,Woking,Woking,26 Jun 16
355,25.90,Rachel Scholes,15,,Longwood,Cudworth,3 Jul 16
356,25.87,Zoe Leake,7,,Hercules Wimbledon,Tooting,29 Jun 16
357,25.86,Ruth Worthington,23,,Bury,Macclesfield,14 May 16
358,25.79,Gabbie Lord,-7,Philip Garner,Grantham AC,Grantham,5 Jun 16
359,25.75,Georgie Taylor,-3,John Hillier,Havering,Colchester,20 Aug 16
360,25.72,Chloe Bishop,-4,,Somerset Schs,Street,11 Jun 16
361,25.69,Divine Oladipo,-5,John Hillier,Blackheath & Bromley,Lee Valley,3 Jul 16
362,25.68,Chloe Billingham,-5,Nick Phipps,Horsham Blue Star,Oxford,13 Nov 16
363,25.65,Erin Moffett,-6,Gareth Moffett,Ballymena & Antrim,Antrim,27 Aug 16
364,25.64,Lucy Dalton,-4,,"Aldershot, Farnham & District",Par,20 Aug 16
365,25.60,Charlotte Mcivor,-6,,Kingston upon Hull,Hull,24 Jul 16
366,25.56,India Rapela,-7,,Woking,Portsmouth,22 May 16
367,25.50,Claire Tompsett,15,,Hillingdon,Yeovil,22 May 16
368,25.48,Luisa Chantler Edmond,-6,Peter O'Keefe,Radley,Walton,21 May 16
369,25.36,Katie Stark,-6,Duncan Flockhart,Inverness,Inverness,14 May 16
370,25.24,Freya Dooner,-6,Robert Halliwell,Wigan & District,Lee Valley,3 Jul 16
371,25.23,Ellen Hunter,5,,Belgrave,Battersea,18 Jun 16
372,25.13,Keely Grinsted,27,,Luton,St. Albans,21 May 16
373,25.11,Elizabeth Bignell,15,,Paddock Wood,Eltham,22 May 16
374,25.10,Katie Holder,2,Brian Craig,"Blackpool, Wyre & Fylde",Lee Valley,5 Mar 16
375,25.09,Lisa Baker,9,,Basingstoke & Mid Hants,Tonbridge,20 Aug 16
376,25.07,Vilma Thompson,43,Nick Phipps,Belgrave,Battersea,11 May 16
377,25.04,Claire Cameron,36,,Victoria Park City of Glasgow,Belfast,9 Jun 16
378,25.01,Emily Rowe,-5,David Rowe,Liverpool H,Bebington,11 Jun 16
379,25.00,Lisa Withers,12,,Havant,Portsmouth,18 Jun 16
,70.75,Julia Ratcliffe,1,,Thames Valley,Wormwood Scrubs,9 Jul 16
,59.84,Cathrine Beatty,1,John Pearson,Bristol & West,Loughborough,22 May 16
,58.84,Emma O'Hara,-2,Kevin O'Hara,Radley,Wormwood Scrubs,9 Jul 16
,58.47,Alessandra Wall,-2,John Pearson,Loughborough Students,Loughborough,17 Apr 16
,48.05,Debbie McCaw,14,Jamie Bath,Ealing Southall & Middx,Perivale,22 May 16
,46.63,Laeken Impey,-3,,Marshall Milton Keynes,Lee Valley,11 Jun 16
,46.49,Anna Niedbala,4,Kevin O'Hara,Oxford Uni,Heilbronn GER,25 Jun 16
,45.00,Harriet Ahlgren,6,Rob Careless,Notts,Swansea,4 Jun 16
,44.48,Megan Moynihan,1,,Bedford & County,Kilmarnock,28 May 16
,43.82,Barbara Norris,28,Paul Dickenson,Windsor Slough Eton & Hounslow,Tooting Bec,2 May 16
,40.19,Christina Nick,2,Paul Wilson,City of York,Middlesbrough,6 Aug 16
,39.68,Antonella Chouhal,18,,City of York,Wrexham,30 Jul 16
,35.32,Ana Escriva Ros,-2,,Coventry Uni,Kingston,2 Apr 16
,34.70,Ivana Koynarova,-7,,Bracknell AC,Bracknell,22 May 16
,34.33,Gabrielė Matulevičiūtė,-4,,Colchester & Tendring,Luton,14 Aug 16
,31.86,Fatima Jammeh Kinteh,4,,Abingdon,Stourport,8 May 16
,27.78,Anne Doyle,7,Mark Brace,North Devon,Plymouth,18 Jun 16
,26.85,Sonia Martinez-Roura,21,,Highgate,Parliament Hill,9 Jul 16
